model_name,i,alpha,alpha_norm,alignment_pressure,answer_stance,reasoning_stance
qwen25_72b,2,-67.7,-1.0,-1.0,4.0,4.0
qwen25_72b,13,-67.7,-1.0,-1.0,1.0,3.0
qwen25_72b,17,-67.7,-1.0,-1.0,3.0,2.0
qwen25_72b,1,-67.7,-1.0,-1.0,4.0,4.0
qwen25_72b,3,-67.7,-1.0,-1.0,4.0,4.0
qwen25_72b,18,-67.7,-1.0,-1.0,3.0,4.0
qwen25_72b,16,-67.7,-1.0,-1.0,3.0,3.0
qwen25_72b,23,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,27,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,25,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,22,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,21,-67.7,-1.0,-1.0,2.0,4.0
qwen25_72b,20,-67.7,-1.0,-1.0,3.0,4.0
qwen25_72b,26,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,30,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,32,-54.16,-0.8,-0.8,4.0,4.0
qwen25_72b,31,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,28,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,36,-54.16,-0.8,-0.8,2.0,2.0
qwen25_72b,29,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,37,-54.16,-0.8,-0.8,5.0,2.0
qwen25_72b,33,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,35,-54.16,-0.8,-0.8,3.0,3.0
qwen25_72b,24,-67.7,-1.0,-1.0,1.0,1.0
qwen25_72b,40,-54.16,-0.8,-0.8,1.0,2.0
qwen25_72b,39,-54.16,-0.8,-0.8,2.0,2.0
qwen25_72b,38,-54.16,-0.8,-0.8,4.0,2.0
qwen25_72b,34,-54.16,-0.8,-0.8,4.0,3.0
qwen25_72b,42,-54.16,-0.8,-0.8,3.0,3.0
qwen25_72b,44,-54.16,-0.8,-0.8,4.0,4.0
qwen25_72b,41,-54.16,-0.8,-0.8,3.0,3.0
qwen25_72b,43,-54.16,-0.8,-0.8,1.0,4.0
qwen25_72b,46,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,45,-54.16,-0.8,-0.8,5.0,4.0
qwen25_72b,52,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,50,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,47,-54.16,-0.8,-0.8,2.0,4.0
qwen25_72b,58,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,54,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,49,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,56,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,55,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,53,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,48,-54.16,-0.8,-0.8,2.0,3.0
qwen25_72b,57,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,60,-40.62,-0.6,-0.6,6.0,4.0
qwen25_72b,61,-40.62,-0.6,-0.6,5.0,5.0
qwen25_72b,63,-40.62,-0.6,-0.6,3.0,4.0
qwen25_72b,62,-40.62,-0.6,-0.6,4.0,4.0
qwen25_72b,69,-40.62,-0.6,-0.6,2.0,2.0
qwen25_72b,70,-40.62,-0.6,-0.6,1.0,3.0
qwen25_72b,51,-54.16,-0.8,-0.8,3.0,4.0
qwen25_72b,68,-40.62,-0.6,-0.6,2.0,2.0
qwen25_72b,67,-40.62,-0.6,-0.6,3.0,4.0
qwen25_72b,59,-54.16,-0.8,-0.8,1.0,1.0
qwen25_72b,71,-40.62,-0.6,-0.6,3.0,2.0
qwen25_72b,65,-40.62,-0.6,-0.6,3.0,3.0
qwen25_72b,74,-40.62,-0.6,-0.6,4.0,4.0
qwen25_72b,75,-40.62,-0.6,-0.6,5.0,4.0
qwen25_72b,66,-40.62,-0.6,-0.6,1.0,3.0
qwen25_72b,78,-40.62,-0.6,-0.6,3.0,2.0
qwen25_72b,64,-40.62,-0.6,-0.6,1.0,4.0
qwen25_72b,77,-40.62,-0.6,-0.6,3.0,4.0
qwen25_72b,76,-40.62,-0.6,-0.6,3.0,3.0
qwen25_72b,80,-40.62,-0.6,-0.6,2.0,4.0
qwen25_72b,72,-40.62,-0.6,-0.6,2.0,4.0
qwen25_72b,82,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,73,-40.62,-0.6,-0.6,1.0,2.0
qwen25_72b,79,-40.62,-0.6,-0.6,3.0,4.0
qwen25_72b,86,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,87,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,88,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,84,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,81,-40.62,-0.6,-0.6,3.0,3.0
qwen25_72b,83,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,89,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,85,-40.62,-0.6,-0.6,1.0,1.0
qwen25_72b,90,-27.08,-0.4,-0.4,5.0,4.0
qwen25_72b,91,-27.08,-0.4,-0.4,6.0,4.0
qwen25_72b,92,-27.08,-0.4,-0.4,5.0,4.0
qwen25_72b,95,-27.08,-0.4,-0.4,1.0,4.0
qwen25_72b,94,-27.08,-0.4,-0.4,1.0,4.0
qwen25_72b,93,-27.08,-0.4,-0.4,4.0,4.0
qwen25_72b,97,-27.08,-0.4,-0.4,3.0,4.0
qwen25_72b,99,-27.08,-0.4,-0.4,1.0,2.0
qwen25_72b,96,-27.08,-0.4,-0.4,3.0,2.0
qwen25_72b,102,-27.08,-0.4,-0.4,2.0,4.0
qwen25_72b,100,-27.08,-0.4,-0.4,2.0,3.0
qwen25_72b,107,-27.08,-0.4,-0.4,3.0,3.0
qwen25_72b,103,-27.08,-0.4,-0.4,2.0,3.0
qwen25_72b,101,-27.08,-0.4,-0.4,2.0,3.0
qwen25_72b,104,-27.08,-0.4,-0.4,5.0,4.0
qwen25_72b,98,-27.08,-0.4,-0.4,1.0,2.0
qwen25_72b,106,-27.08,-0.4,-0.4,3.0,4.0
qwen25_72b,105,-27.08,-0.4,-0.4,5.0,4.0
qwen25_72b,108,-27.08,-0.4,-0.4,3.0,3.0
qwen25_72b,112,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,110,-27.08,-0.4,-0.4,2.0,4.0
qwen25_72b,111,-27.08,-0.4,-0.4,3.0,4.0
qwen25_72b,109,-27.08,-0.4,-0.4,3.0,4.0
qwen25_72b,114,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,115,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,113,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,116,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,120,-13.54,-0.2,-0.2,5.0,4.0
qwen25_72b,122,-13.54,-0.2,-0.2,5.0,4.0
qwen25_72b,119,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,121,-13.54,-0.2,-0.2,6.0,4.0
qwen25_72b,118,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,124,-13.54,-0.2,-0.2,6.0,4.0
qwen25_72b,126,-13.54,-0.2,-0.2,3.0,3.0
qwen25_72b,128,-13.54,-0.2,-0.2,2.0,4.0
qwen25_72b,125,-13.54,-0.2,-0.2,4.0,4.0
qwen25_72b,135,-13.54,-0.2,-0.2,3.0,4.0
qwen25_72b,129,-13.54,-0.2,-0.2,2.0,4.0
qwen25_72b,123,-13.54,-0.2,-0.2,3.0,4.0
qwen25_72b,130,-13.54,-0.2,-0.2,2.0,4.0
qwen25_72b,133,-13.54,-0.2,-0.2,2.0,4.0
qwen25_72b,127,-13.54,-0.2,-0.2,3.0,4.0
qwen25_72b,132,-13.54,-0.2,-0.2,2.0,4.0
qwen25_72b,131,-13.54,-0.2,-0.2,2.0,3.0
qwen25_72b,136,-13.54,-0.2,-0.2,5.0,4.0
qwen25_72b,134,-13.54,-0.2,-0.2,5.0,4.0
qwen25_72b,117,-27.08,-0.4,-0.4,1.0,1.0
qwen25_72b,139,-13.54,-0.2,-0.2,3.0,4.0
qwen25_72b,142,-13.54,-0.2,-0.2,1.0,1.0
qwen25_72b,149,-13.54,-0.2,-0.2,2.0,1.0
qwen25_72b,138,-13.54,-0.2,-0.2,5.0,3.0
qwen25_72b,137,-13.54,-0.2,-0.2,2.0,3.0
qwen25_72b,141,-13.54,-0.2,-0.2,3.0,3.0
qwen25_72b,143,-13.54,-0.2,-0.2,1.0,1.0
qwen25_72b,145,-13.54,-0.2,-0.2,1.0,1.0
qwen25_72b,146,-13.54,-0.2,-0.2,1.0,1.0
qwen25_72b,144,-13.54,-0.2,-0.2,1.0,1.0
qwen25_72b,147,-13.54,-0.2,-0.2,1.0,1.0
qwen25_72b,140,-13.54,-0.2,-0.2,2.0,4.0
qwen25_72b,148,-13.54,-0.2,-0.2,1.0,2.0
qwen25_72b,151,0.0,0.0,0.0,6.0,4.0
qwen25_72b,152,0.0,0.0,0.0,4.0,3.0
qwen25_72b,150,0.0,0.0,0.0,7.0,4.0
qwen25_72b,153,0.0,0.0,0.0,3.0,4.0
qwen25_72b,154,0.0,0.0,0.0,2.0,4.0
qwen25_72b,158,0.0,0.0,0.0,6.0,3.0
qwen25_72b,159,0.0,0.0,0.0,2.0,4.0
qwen25_72b,155,0.0,0.0,0.0,4.0,4.0
qwen25_72b,157,0.0,0.0,0.0,3.0,3.0
qwen25_72b,156,0.0,0.0,0.0,5.0,3.0
qwen25_72b,165,0.0,0.0,0.0,5.0,6.0
qwen25_72b,169,0.0,0.0,0.0,3.0,4.0
qwen25_72b,167,0.0,0.0,0.0,5.0,5.0
qwen25_72b,161,0.0,0.0,0.0,3.0,2.0
qwen25_72b,168,0.0,0.0,0.0,5.0,4.0
qwen25_72b,172,0.0,0.0,0.0,1.0,1.0
qwen25_72b,164,0.0,0.0,0.0,5.0,6.0
qwen25_72b,163,0.0,0.0,0.0,2.0,2.0
qwen25_72b,170,0.0,0.0,0.0,2.0,4.0
qwen25_72b,160,0.0,0.0,0.0,3.0,4.0
qwen25_72b,162,0.0,0.0,0.0,3.0,4.0
qwen25_72b,174,0.0,0.0,0.0,1.0,1.0
qwen25_72b,166,0.0,0.0,0.0,5.0,4.0
qwen25_72b,175,0.0,0.0,0.0,1.0,1.0
qwen25_72b,171,0.0,0.0,0.0,3.0,4.0
qwen25_72b,176,0.0,0.0,0.0,2.0,2.0
qwen25_72b,177,0.0,0.0,0.0,1.0,1.0
qwen25_72b,173,0.0,0.0,0.0,1.0,1.0
qwen25_72b,179,0.0,0.0,0.0,1.0,1.0
qwen25_72b,178,0.0,0.0,0.0,1.0,1.0
qwen25_72b,185,18.14,0.2,0.2,3.0,4.0
qwen25_72b,180,18.14,0.2,0.2,6.0,6.0
qwen25_72b,186,18.14,0.2,0.2,5.0,4.0
qwen25_72b,181,18.14,0.2,0.2,7.0,7.0
qwen25_72b,184,18.14,0.2,0.2,2.0,4.0
qwen25_72b,188,18.14,0.2,0.2,7.0,7.0
qwen25_72b,191,18.14,0.2,0.2,5.0,3.0
qwen25_72b,189,18.14,0.2,0.2,5.0,4.0
qwen25_72b,183,18.14,0.2,0.2,2.0,4.0
qwen25_72b,182,18.14,0.2,0.2,3.0,4.0
qwen25_72b,192,18.14,0.2,0.2,3.0,4.0
qwen25_72b,190,18.14,0.2,0.2,5.0,4.0
qwen25_72b,187,18.14,0.2,0.2,5.0,3.0
qwen25_72b,193,18.14,0.2,0.2,7.0,6.0
qwen25_72b,195,18.14,0.2,0.2,6.0,6.0
qwen25_72b,196,18.14,0.2,0.2,5.0,3.0
qwen25_72b,198,18.14,0.2,0.2,5.0,4.0
qwen25_72b,199,18.14,0.2,0.2,5.0,4.0
qwen25_72b,194,18.14,0.2,0.2,5.0,6.0
qwen25_72b,197,18.14,0.2,0.2,5.0,5.0
qwen25_72b,201,18.14,0.2,0.2,5.0,5.0
qwen25_72b,200,18.14,0.2,0.2,3.0,4.0
qwen25_72b,204,18.14,0.2,0.2,5.0,1.0
qwen25_72b,208,18.14,0.2,0.2,1.0,2.0
qwen25_72b,203,18.14,0.2,0.2,1.0,1.0
qwen25_72b,209,18.14,0.2,0.2,1.0,2.0
qwen25_72b,210,36.28,0.4,0.4,6.0,6.0
qwen25_72b,202,18.14,0.2,0.2,1.0,1.0
qwen25_72b,207,18.14,0.2,0.2,1.0,1.0
qwen25_72b,212,36.28,0.4,0.4,4.0,5.0
qwen25_72b,206,18.14,0.2,0.2,1.0,2.0
qwen25_72b,213,36.28,0.4,0.4,7.0,6.0
qwen25_72b,211,36.28,0.4,0.4,7.0,7.0
qwen25_72b,214,36.28,0.4,0.4,1.0,6.0
qwen25_72b,205,18.14,0.2,0.2,1.0,1.0
qwen25_72b,219,36.28,0.4,0.4,6.0,4.0
qwen25_72b,215,36.28,0.4,0.4,5.0,4.0
qwen25_72b,217,36.28,0.4,0.4,6.0,4.0
qwen25_72b,220,36.28,0.4,0.4,6.0,5.0
qwen25_72b,224,36.28,0.4,0.4,6.0,6.0
qwen25_72b,222,36.28,0.4,0.4,7.0,4.0
qwen25_72b,221,36.28,0.4,0.4,5.0,4.0
qwen25_72b,216,36.28,0.4,0.4,5.0,2.0
qwen25_72b,218,36.28,0.4,0.4,7.0,6.0
qwen25_72b,223,36.28,0.4,0.4,7.0,6.0
qwen25_72b,228,36.28,0.4,0.4,6.0,6.0
qwen25_72b,227,36.28,0.4,0.4,6.0,6.0
qwen25_72b,230,36.28,0.4,0.4,7.0,5.0
qwen25_72b,226,36.28,0.4,0.4,6.0,3.0
qwen25_72b,225,36.28,0.4,0.4,6.0,6.0
qwen25_72b,237,36.28,0.4,0.4,1.0,1.0
qwen25_72b,233,36.28,0.4,0.4,1.0,1.0
qwen25_72b,229,36.28,0.4,0.4,6.0,4.0
qwen25_72b,234,36.28,0.4,0.4,5.0,4.0
qwen25_72b,232,36.28,0.4,0.4,1.0,1.0
qwen25_72b,236,36.28,0.4,0.4,3.0,1.0
qwen25_72b,242,54.42,0.6,0.6,5.0,2.0
qwen25_72b,239,36.28,0.4,0.4,6.0,4.0
qwen25_72b,241,54.42,0.6,0.6,7.0,7.0
qwen25_72b,231,36.28,0.4,0.4,5.0,4.0
qwen25_72b,243,54.42,0.6,0.6,7.0,7.0
qwen25_72b,246,54.42,0.6,0.6,6.0,4.0
qwen25_72b,235,36.28,0.4,0.4,1.0,2.0
qwen25_72b,245,54.42,0.6,0.6,7.0,6.0
qwen25_72b,240,54.42,0.6,0.6,6.0,6.0
qwen25_72b,244,54.42,0.6,0.6,1.0,6.0
qwen25_72b,247,54.42,0.6,0.6,7.0,6.0
qwen25_72b,249,54.42,0.6,0.6,6.0,4.0
qwen25_72b,250,54.42,0.6,0.6,7.0,6.0
qwen25_72b,238,36.28,0.4,0.4,1.0,2.0
qwen25_72b,252,54.42,0.6,0.6,2.0,4.0
qwen25_72b,251,54.42,0.6,0.6,7.0,6.0
qwen25_72b,255,54.42,0.6,0.6,7.0,7.0
qwen25_72b,253,54.42,0.6,0.6,7.0,6.0
qwen25_72b,248,54.42,0.6,0.6,7.0,7.0
qwen25_72b,257,54.42,0.6,0.6,7.0,6.0
qwen25_72b,254,54.42,0.6,0.6,7.0,7.0
qwen25_72b,256,54.42,0.6,0.6,7.0,6.0
qwen25_72b,260,54.42,0.6,0.6,7.0,5.0
qwen25_72b,262,54.42,0.6,0.6,7.0,1.0
qwen25_72b,259,54.42,0.6,0.6,7.0,6.0
qwen25_72b,261,54.42,0.6,0.6,5.0,4.0
qwen25_72b,258,54.42,0.6,0.6,7.0,7.0
qwen25_72b,263,54.42,0.6,0.6,3.0,2.0
qwen25_72b,265,54.42,0.6,0.6,5.0,1.0
qwen25_72b,272,72.56,0.8,0.8,2.0,4.0
qwen25_72b,264,54.42,0.6,0.6,7.0,6.0
qwen25_72b,267,54.42,0.6,0.6,7.0,7.0
qwen25_72b,268,54.42,0.6,0.6,7.0,5.0
qwen25_72b,266,54.42,0.6,0.6,5.0,4.0
qwen25_72b,270,72.56,0.8,0.8,7.0,7.0
qwen25_72b,269,54.42,0.6,0.6,7.0,4.0
qwen25_72b,275,72.56,0.8,0.8,7.0,6.0
qwen25_72b,274,72.56,0.8,0.8,1.0,1.0
qwen25_72b,280,72.56,0.8,0.8,7.0,7.0
qwen25_72b,278,72.56,0.8,0.8,7.0,7.0
qwen25_72b,271,72.56,0.8,0.8,7.0,7.0
qwen25_72b,277,72.56,0.8,0.8,7.0,4.0
qwen25_72b,273,72.56,0.8,0.8,1.0,7.0
qwen25_72b,276,72.56,0.8,0.8,7.0,4.0
qwen25_72b,281,72.56,0.8,0.8,7.0,7.0
qwen25_72b,285,72.56,0.8,0.8,7.0,7.0
qwen25_72b,282,72.56,0.8,0.8,7.0,4.0
qwen25_72b,283,72.56,0.8,0.8,7.0,7.0
qwen25_72b,287,72.56,0.8,0.8,7.0,6.0
qwen25_72b,289,72.56,0.8,0.8,7.0,4.0
qwen25_72b,279,72.56,0.8,0.8,7.0,6.0
qwen25_72b,291,72.56,0.8,0.8,7.0,6.0
qwen25_72b,284,72.56,0.8,0.8,7.0,7.0
qwen25_72b,286,72.56,0.8,0.8,7.0,7.0
qwen25_72b,292,72.56,0.8,0.8,7.0,1.0
qwen25_72b,288,72.56,0.8,0.8,7.0,7.0
qwen25_72b,294,72.56,0.8,0.8,7.0,7.0
qwen25_72b,297,72.56,0.8,0.8,7.0,7.0
qwen25_72b,293,72.56,0.8,0.8,7.0,2.0
qwen25_72b,295,72.56,0.8,0.8,7.0,7.0
qwen25_72b,296,72.56,0.8,0.8,7.0,6.0
qwen25_72b,290,72.56,0.8,0.8,7.0,4.0
qwen25_72b,299,72.56,0.8,0.8,7.0,6.0
qwen25_72b,303,90.7,1.0,1.0,1.0,1.0
qwen25_72b,300,90.7,1.0,1.0,7.0,4.0
qwen25_72b,302,90.7,1.0,1.0,6.0,7.0
qwen25_72b,301,90.7,1.0,1.0,7.0,7.0
qwen25_72b,305,90.7,1.0,1.0,7.0,7.0
qwen25_72b,306,90.7,1.0,1.0,7.0,7.0
qwen25_72b,298,72.56,0.8,0.8,6.0,7.0
qwen25_72b,311,90.7,1.0,1.0,7.0,7.0
qwen25_72b,304,90.7,1.0,1.0,1.0,7.0
qwen25_72b,307,90.7,1.0,1.0,7.0,6.0
qwen25_72b,313,90.7,1.0,1.0,7.0,7.0
qwen25_72b,308,90.7,1.0,1.0,7.0,7.0
qwen25_72b,310,90.7,1.0,1.0,7.0,7.0
qwen25_72b,314,90.7,1.0,1.0,7.0,7.0
qwen25_72b,315,90.7,1.0,1.0,7.0,7.0
qwen25_72b,309,90.7,1.0,1.0,7.0,7.0
qwen25_72b,317,90.7,1.0,1.0,7.0,7.0
qwen25_72b,319,90.7,1.0,1.0,7.0,7.0
qwen25_72b,318,90.7,1.0,1.0,7.0,7.0
qwen25_72b,320,90.7,1.0,1.0,7.0,4.0
qwen25_72b,316,90.7,1.0,1.0,7.0,7.0
qwen25_72b,312,90.7,1.0,1.0,7.0,6.0
qwen25_72b,323,90.7,1.0,1.0,7.0,7.0
qwen25_72b,325,90.7,1.0,1.0,7.0,1.0
qwen25_72b,329,90.7,1.0,1.0,7.0,6.0
qwen25_72b,324,90.7,1.0,1.0,7.0,7.0
qwen25_72b,322,90.7,1.0,1.0,7.0,1.0
qwen25_72b,321,90.7,1.0,1.0,5.0,6.0
qwen25_72b,326,90.7,1.0,1.0,7.0,7.0
qwen25_72b,328,90.7,1.0,1.0,7.0,6.0
qwen25_72b,327,90.7,1.0,1.0,7.0,7.0
llama3_8b,32,-3.44,-0.8,-0.8,,
llama3_8b,24,-4.3,-1.0,-1.0,,
llama3_8b,13,-4.3,-1.0,-1.0,,
llama3_8b,33,-3.44,-0.8,-0.8,,
llama3_8b,12,-4.3,-1.0,-1.0,,
llama3_8b,3,-4.3,-1.0,-1.0,,
llama3_8b,19,-4.3,-1.0,-1.0,,
llama3_8b,10,-4.3,-1.0,-1.0,,
llama3_8b,18,-4.3,-1.0,-1.0,,
llama3_8b,0,-4.3,-1.0,-1.0,,
llama3_8b,21,-4.3,-1.0,-1.0,,
llama3_8b,7,-4.3,-1.0,-1.0,,
llama3_8b,1,-4.3,-1.0,-1.0,,
llama3_8b,34,-3.44,-0.8,-0.8,,
llama3_8b,9,-4.3,-1.0,-1.0,,
llama3_8b,14,-4.3,-1.0,-1.0,,
llama3_8b,20,-4.3,-1.0,-1.0,,
llama3_8b,11,-4.3,-1.0,-1.0,1.0,2.0
llama3_8b,31,-3.44,-0.8,-0.8,1.0,2.0
llama3_8b,8,-4.3,-1.0,-1.0,1.0,2.0
llama3_8b,22,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,40,-3.44,-0.8,-0.8,,
llama3_8b,15,-4.3,-1.0,-1.0,1.0,2.0
llama3_8b,25,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,2,-4.3,-1.0,-1.0,1.0,4.0
llama3_8b,28,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,27,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,4,-4.3,-1.0,-1.0,1.0,7.0
llama3_8b,30,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,29,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,49,-3.44,-0.8,-0.8,,
llama3_8b,36,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,6,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,26,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,35,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,17,-4.3,-1.0,-1.0,1.0,2.0
llama3_8b,5,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,16,-4.3,-1.0,-1.0,2.0,1.0
llama3_8b,57,-3.44,-0.8,-0.8,,
llama3_8b,23,-4.3,-1.0,-1.0,1.0,1.0
llama3_8b,37,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,41,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,44,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,47,-3.44,-0.8,-0.8,2.0,2.0
llama3_8b,50,-3.44,-0.8,-0.8,1.0,2.0
llama3_8b,46,-3.44,-0.8,-0.8,2.0,1.0
llama3_8b,39,-3.44,-0.8,-0.8,1.0,2.0
llama3_8b,42,-3.44,-0.8,-0.8,2.0,6.0
llama3_8b,38,-3.44,-0.8,-0.8,1.0,2.0
llama3_8b,53,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,59,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,52,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,54,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,51,-3.44,-0.8,-0.8,2.0,1.0
llama3_8b,56,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,43,-3.44,-0.8,-0.8,2.0,1.0
llama3_8b,58,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,55,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,48,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,45,-3.44,-0.8,-0.8,1.0,1.0
llama3_8b,60,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,64,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,61,-2.58,-0.6,-0.6,2.0,1.0
llama3_8b,66,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,71,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,84,-2.58,-0.6,-0.6,,
llama3_8b,65,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,63,-2.58,-0.6,-0.6,,
llama3_8b,62,-2.58,-0.6,-0.6,1.0,2.0
llama3_8b,73,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,67,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,72,-2.58,-0.6,-0.6,3.0,4.0
llama3_8b,69,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,75,-2.58,-0.6,-0.6,3.0,2.0
llama3_8b,68,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,70,-2.58,-0.6,-0.6,1.0,2.0
llama3_8b,79,-2.58,-0.6,-0.6,1.0,4.0
llama3_8b,76,-2.58,-0.6,-0.6,2.0,1.0
llama3_8b,77,-2.58,-0.6,-0.6,1.0,2.0
llama3_8b,83,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,78,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,82,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,86,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,85,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,81,-2.58,-0.6,-0.6,2.0,5.0
llama3_8b,74,-2.58,-0.6,-0.6,2.0,2.0
llama3_8b,80,-2.58,-0.6,-0.6,1.0,2.0
llama3_8b,91,-1.72,-0.4,-0.4,2.0,4.0
llama3_8b,87,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,88,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,94,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,92,-1.72,-0.4,-0.4,2.0,4.0
llama3_8b,90,-1.72,-0.4,-0.4,1.0,2.0
llama3_8b,89,-2.58,-0.6,-0.6,1.0,1.0
llama3_8b,93,-1.72,-0.4,-0.4,2.0,4.0
llama3_8b,97,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,96,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,95,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,98,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,102,-1.72,-0.4,-0.4,2.0,2.0
llama3_8b,99,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,103,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,104,-1.72,-0.4,-0.4,4.0,4.0
llama3_8b,106,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,101,-1.72,-0.4,-0.4,1.0,2.0
llama3_8b,107,-1.72,-0.4,-0.4,2.0,2.0
llama3_8b,100,-1.72,-0.4,-0.4,1.0,2.0
llama3_8b,113,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,105,-1.72,-0.4,-0.4,2.0,2.0
llama3_8b,111,-1.72,-0.4,-0.4,1.0,4.0
llama3_8b,112,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,109,-1.72,-0.4,-0.4,1.0,2.0
llama3_8b,108,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,117,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,116,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,115,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,114,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,110,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,121,-0.86,-0.2,-0.2,5.0,4.0
llama3_8b,120,-0.86,-0.2,-0.2,2.0,3.0
llama3_8b,124,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,118,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,119,-1.72,-0.4,-0.4,1.0,1.0
llama3_8b,123,-0.86,-0.2,-0.2,3.0,4.0
llama3_8b,122,-0.86,-0.2,-0.2,3.0,4.0
llama3_8b,131,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,127,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,129,-0.86,-0.2,-0.2,1.0,1.0
llama3_8b,128,-0.86,-0.2,-0.2,2.0,4.0
llama3_8b,126,-0.86,-0.2,-0.2,1.0,1.0
